goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,goal_met
378e7cb1-0922-4a86-9b6a-234b55853ceb,In Progress,David Mendez,Finance,2023-11-27,2024-05-06,This goal involves joint efforts across multiple departments.,Medium,69.26,77.65,Cost Reduction,False
11fc0b58-966c-4a24-9dad-7973c742ab13,In Progress,John Fernandez,IT,2024-01-29,2024-04-16,Person social television worker.,Medium,78.51,77.28,Cost Reduction,True
323ed745-7b76-4274-9ad9-1adf174532e8,Closed,Carol Webb,Finance,2024-01-21,2024-03-06,Around moment bill.,High,80.04,63.8,Cost Reduction,True
b336f64d-7f1f-42cc-acca-3f1b0eb7533a,In Progress,Denise Robertson,HR,2024-06-27,2024-10-06,This goal involves partnership efforts across multiple departments.,Low,92.69,73.04,Cost Reduction,True
ef46bf5b-50a6-437b-9ec6-751e49526821,Open,Mathew Cruz,HR,2023-12-21,2024-03-02,Set attention maybe require hospital wind.,High,50.02,63.29,Cost Reduction,False
56eecc17-98ae-4337-bed4-8d37f13273d1,In Progress,Michael Perez,Marketing,2024-08-09,2025-01-02,Open consumer international yet.,Medium,58.88,73.24,Cost Reduction,False
f635cb8b-3cca-43e8-b46c-4297a0deec02,Open,Christopher Jones,Marketing,2024-03-16,2024-06-09,School source peace laugh return middle.,Medium,56.51,71.14,Revenue Growth,False
b9a3e660-2286-418b-8dbb-e2e0967267a0,Closed,Patricia Richardson,Operations,2024-07-01,2024-09-09,Return often help.,Medium,94.66,61.36,Cost Reduction,True
e30983f7-ede4-4dfe-9b60-c815f7b2ae00,In Progress,Leslie Greene,Finance,2024-04-25,2024-10-17,Safe early true bad attorney medical happen.,Medium,86.48,71.67,Cost Reduction,True
33f5144d-7a6f-4f4e-8aad-84183b652e6e,In Progress,Caitlin Hill,HR,2023-11-20,2024-03-09,Necessary article police contain material remember.,High,91.64,66.32,Cost Reduction,True
dba3b2ea-5caa-4302-a1ab-6cbf1d525802,Open,Jennifer Vargas,Finance,2024-10-13,2025-03-09,This goal involves partnership efforts across multiple departments.,Medium,100.0,75.3,Efficiency,True
eb20a1fe-8c7a-4ec9-b886-addf97599f43,Open,Alison Hendricks,Marketing,2024-01-25,2024-05-06,Mouth into left night who hear.,Low,92.99,79.74,Cost Reduction,True
a80eda11-2cb3-4b12-a56a-96dbccb1cfb6,Open,Michael Ross,Operations,2024-02-13,2024-05-29,Organization believe finally memory trip professional section.,Critical,70.63,87.79,Revenue Growth,False
9ca7d1f3-8974-49ac-bdf7-f53d2a8adabf,Open,Paul Murray,Marketing,2024-03-18,2024-06-28,This goal involves integration efforts across multiple departments.,Medium,100.0,75.02,Customer Satisfaction,True
dc6f415b-6afc-4b26-a049-cad90eb77367,Closed,Michael Perkins,IT,2024-10-23,2025-01-31,This goal involves integration efforts across multiple departments.,High,98.63,68.84,Cost Reduction,True
1897b4e7-e72c-4a06-9ef0-719d9240173a,Open,Eric Bryant,Finance,2023-11-06,2024-01-13,Bed listen drop official work that any now.,Low,81.01,72.55,Customer Satisfaction,True
a71df572-9fd8-4945-81a3-c898b2bb5757,Open,Dennis Hunter,Marketing,2024-02-20,2024-05-13,If science case large yet green on thank.,Medium,76.77,87.49,Efficiency,False
ec909fbb-8888-4c57-911c-1fdfe8b7b107,Closed,Lori Bailey,HR,2023-12-29,2024-03-28,Store place attention chair edge likely several.,Low,57.73,70.5,Revenue Growth,False
fc9d04dc-4abb-46b4-8c55-066b49ee0a90,In Progress,Barbara Randall,IT,2024-10-26,2025-01-27,This goal involves collaborate efforts across multiple departments.,Medium,65.02,64.45,Cost Reduction,True
a31fb6fc-fb24-4b42-9d74-df1dd16ed0f7,In Progress,Michael Parker,HR,2024-02-13,2024-05-10,Reflect mean shoulder whom matter such individual.,Critical,56.79,79.34,Cost Reduction,False
73e2566f-439d-413c-8d7e-f9fed7c6cd4e,Closed,Amber Heath,Operations,2024-04-25,2024-09-04,Smile anything morning which billion guy.,Low,90.8,87.54,Efficiency,True
1ef7fa14-6b81-447a-8596-4af19e367793,Closed,John Medina,Marketing,2024-10-17,2024-11-25,Role garden reach company check.,High,86.38,72.12,Cost Reduction,True
571e3bae-b6b3-454f-a05b-817a77148c82,In Progress,Charles Kim,Operations,2024-04-02,2024-06-19,This goal involves partnership efforts across multiple departments.,Medium,73.53,78.81,Cost Reduction,False
e2782748-9e01-4138-b0d1-3fe9554af736,In Progress,Anna Shaffer,Finance,2024-09-04,2024-12-27,This goal involves integration efforts across multiple departments.,Medium,66.1,83.34,Efficiency,False
21615900-6637-4d8c-8ee7-f0571ddfa726,Closed,Rebecca Bates,HR,2023-12-15,2024-03-03,Candidate affect soldier set.,Low,55.21,72.31,Cost Reduction,False
c190d5c9-fdc7-4c4d-8f95-46918bc760d7,Closed,Daniel Alvarez,Finance,2023-12-24,2024-04-09,Day worker enjoy increase might.,High,56.32,69.3,Cost Reduction,False
eba0f063-5255-4172-a107-d3907c75eb45,Open,Karl Smith,Operations,2024-08-15,2025-01-13,Themselves brother turn low husband.,Low,60.41,75.68,Employee Satisfaction,False
4787090f-e257-43c0-9598-0aa40390d1d4,Closed,Jeffrey Massey,Marketing,2024-09-29,2024-11-21,Want others pressure seven.,Medium,74.62,73.98,Employee Satisfaction,True
91070eb0-87b5-4f5e-bfdf-b5da9a10ee8d,Open,Natalie Poole,IT,2024-05-27,2024-07-14,At dream mouth Mrs them.,Low,80.6,67.68,Cost Reduction,True
cad4939c-982c-4b91-bfc9-369a783321eb,Open,Charles Castro,Finance,2024-09-14,2024-11-10,Audience effort hundred newspaper popular evidence surface.,High,60.75,79.29,Employee Satisfaction,False
d3f439f7-c8bc-4fa1-9ffa-f9cfe457a54c,Open,Sandra Dunn,IT,2024-09-06,2024-11-09,Town accept human room fly both him statement.,Medium,75.85,89.0,Employee Satisfaction,False
4e18b7b1-e441-483f-a9e2-6c76b02d3272,Closed,Jeffery Smith,Operations,2023-12-08,2024-04-25,View tend rise bar body fear appear.,Medium,55.05,79.49,Employee Satisfaction,False
97ae166f-1941-4cc9-9e98-31ad87ff3ba0,Open,Phillip Cooper,Marketing,2024-08-16,2025-01-26,Serve man alone fine media account.,High,53.25,64.69,Cost Reduction,False
24f71192-3773-49f7-ba6c-4fdaf5b4d262,Closed,Aaron Cline,Finance,2024-08-30,2024-11-03,This goal involves joint efforts across multiple departments.,High,92.51,68.15,Cost Reduction,True
6da8b43d-49cd-4a56-852e-265d1e950d32,Open,Jessica Garcia,IT,2024-07-09,2024-11-15,Usually make its leader fear.,Medium,59.63,85.31,Revenue Growth,False
87c6726d-e39a-4d8c-87e9-f3e486c8d30a,Open,Michelle Lane,Marketing,2023-12-14,2024-03-29,I group any guy nearly yeah.,Low,93.17,84.95,Employee Satisfaction,True
0865a579-5c36-41a9-893c-c2b249a79bc0,Closed,Melissa Fischer,HR,2024-10-14,2025-03-17,This goal involves integration efforts across multiple departments.,High,74.38,75.96,Cost Reduction,False
f846094e-f7c4-4b05-9dd8-d296c27ae2e0,Open,Danielle Caldwell,Operations,2024-07-07,2024-12-20,Scientist process movie sister sign.,High,76.54,72.85,Cost Reduction,True
2f580d92-72e3-48a9-8bab-8ac7ceb50c09,In Progress,Gerald Snyder,HR,2024-08-14,2024-09-25,Live similar Republican statement music usually.,High,83.83,77.59,Cost Reduction,True
fbcff681-71c6-4ec4-a1cd-12a63b76381e,In Progress,John Arnold,Marketing,2024-05-09,2024-06-28,This goal involves integration efforts across multiple departments.,Medium,100.0,61.37,Cost Reduction,True
0513c711-7702-460c-a6ec-8f603638a8b8,Open,Kevin Hernandez,HR,2024-09-30,2024-12-20,This goal involves cross-departmental efforts across multiple departments.,Medium,63.14,81.28,Employee Satisfaction,False
97d69ca7-3659-41f6-b19b-3249543288e2,In Progress,Daniel Collins,HR,2024-09-13,2024-11-11,Deal ok various cover dinner.,Critical,66.45,88.58,Employee Satisfaction,False
99fd99a1-c823-4d56-ae28-f4b434874916,In Progress,Patricia Weaver,IT,2024-03-17,2024-06-05,Wall hear sell see opportunity human accept become.,Medium,96.32,75.45,Cost Reduction,True
0001585a-b0c8-40c6-8b84-8beb5201308a,Closed,James Sims,Finance,2024-04-14,2024-10-05,Despite analysis source vote.,High,56.87,80.12,Employee Satisfaction,False
43e28139-1e3c-4ca3-a23f-9c5f7be8cefd,In Progress,Joshua Davidson,IT,2024-02-15,2024-04-12,Her goal summer.,High,51.42,63.06,Cost Reduction,False
286cdcd5-e0a3-48e2-8486-326a581a6255,Closed,Daniel West,Marketing,2024-08-16,2025-01-30,Whatever religious direction.,High,54.04,76.45,Employee Satisfaction,False
98496ce3-3ad1-40da-a923-407c42c6ce5e,Open,Barbara Myers,Marketing,2023-11-12,2024-04-05,Mother decide lead tough.,High,54.74,60.57,Cost Reduction,False
d8c3d873-8bc0-409b-80d2-ebb820d42cd2,Open,Daniel Klein,IT,2024-06-14,2024-09-06,This goal involves partnership efforts across multiple departments.,High,59.85,65.53,Cost Reduction,False
2f57c245-4bbc-4a3b-85fa-ff7a358ff34d,Open,Debra Rogers,HR,2023-12-10,2024-04-22,Recently laugh simply once.,Medium,93.75,69.82,Cost Reduction,True
bd5c981d-5b6f-461d-a173-d25f42d94639,Open,Carrie Jackson,Marketing,2024-01-19,2024-04-14,Against behind up television.,High,55.52,71.07,Cost Reduction,False
ce0c906b-7b3b-4c08-8ce9-0d1fe2fb6501,Closed,Carlos Williams,Operations,2024-01-10,2024-05-03,Behind trial unit cause ask car west.,High,82.5,74.43,Cost Reduction,True
cb3dc1d3-1fc3-4ff9-9fdd-231ed37966bb,Closed,Annette Oliver,Operations,2024-08-30,2024-11-15,This goal involves partnership efforts across multiple departments.,Medium,59.89,70.49,Cost Reduction,False
c179bbdf-1ef7-42a8-be01-22922007e6ae,Open,Mark Thomas,Marketing,2024-04-30,2024-07-27,Wear buy national.,High,63.04,60.91,Cost Reduction,True
8bdd2fe5-ad66-41b6-8558-dc9a59e43e8f,In Progress,Crystal Burke,HR,2024-02-02,2024-07-06,This goal involves cross-departmental efforts across multiple departments.,Critical,60.15,63.69,Cost Reduction,False
cc0cb515-4a3e-4789-91ee-26d2f8cdeec6,In Progress,Arthur Diaz,Finance,2024-06-09,2024-07-25,Either bag might across form account girl.,Critical,83.82,62.98,Cost Reduction,True
e0efffb4-7ac0-4ad8-a079-7c9332bb3766,In Progress,John Frank,Finance,2023-11-11,2024-02-12,Nearly seven kitchen game institution Congress cultural.,Medium,54.97,64.51,Cost Reduction,False
898fcbe9-1a2d-4121-9294-49900ecc812c,In Progress,Linda Rivera,IT,2024-06-16,2024-09-30,Recognize rich class realize would sense.,Low,66.42,82.19,Revenue Growth,False
633e942e-349d-450d-b9d3-6185af266e1f,Open,Vanessa Flores,HR,2024-07-26,2024-10-31,This goal involves collaborate efforts across multiple departments.,Critical,100.0,78.17,Efficiency,True
f7149ad9-e2b1-4047-997d-bbf1a46ac47f,Open,Melanie Hampton,HR,2024-09-17,2024-12-29,Avoid agreement institution skill serve difference dog next.,Medium,72.44,88.48,Efficiency,False
38d1259a-d6a5-4ecd-8c71-aeeb8fe1d4dc,Closed,Rebecca Watson,Operations,2024-10-14,2025-01-02,Whether moment street could evening.,Medium,51.54,76.53,Cost Reduction,False
9fd66ca7-5a1d-44ce-a164-be27090a516a,Open,Jordan Rollins,Marketing,2024-02-07,2024-07-31,Garden maybe dinner PM.,High,84.03,78.05,Revenue Growth,True
96986a21-15b6-43a0-bc8d-f042c7b4ad66,Closed,James Washington,IT,2023-11-01,2024-03-22,Accept seven people during face election window.,Critical,50.91,65.01,Cost Reduction,False
afe475c9-58b1-4616-aace-045111505fb4,Closed,Melanie Donaldson,Operations,2023-11-15,2024-05-13,Wrong administration instead month its imagine seek.,Low,92.88,70.8,Revenue Growth,True
ec5f5fb9-dbd3-4431-ada9-322a96edc689,In Progress,Ernest Morton,Operations,2024-10-11,2025-03-03,Without likely chair forget major detail cultural.,Critical,51.81,79.83,Revenue Growth,False
a58b362b-e66f-4f7c-b5c2-640b1a2e8c9c,In Progress,Jason Johnson,IT,2024-08-14,2024-12-07,This goal involves cross-departmental efforts across multiple departments.,Critical,69.24,65.76,Cost Reduction,True
84705ade-a086-467f-8092-9c5724cef142,Closed,Sara Bishop,Finance,2024-08-01,2024-12-25,This goal involves cross-departmental efforts across multiple departments.,High,59.37,76.5,Cost Reduction,False
b405186c-4fd3-410f-ad52-f1d0412e2cb3,In Progress,Kathleen Turner,IT,2024-06-12,2024-07-25,Anything can class police fund us.,High,54.11,75.2,Cost Reduction,False
06fbded9-82b3-4486-9ff4-fec723a9d876,Closed,John Jones,HR,2023-12-15,2024-03-27,This goal involves partnership efforts across multiple departments.,Medium,61.03,74.2,Cost Reduction,False
13a6ddfb-b483-4380-95a1-97528e0b39a8,In Progress,Michael Graham,Finance,2023-12-14,2024-03-10,Thank argue human friend head investment radio.,Low,93.3,86.64,Revenue Growth,True
61b93485-7dc0-45cb-9968-b5c516c5c7d2,Closed,James Hernandez,Marketing,2024-05-16,2024-10-23,Through gun purpose rise decision.,High,52.77,79.14,Efficiency,False
1afd845f-e6d2-45e4-8b09-cd8ba7ad2092,Open,Jorge Solomon,Operations,2024-06-20,2024-11-27,This goal involves cross-departmental efforts across multiple departments.,Critical,61.89,85.75,Employee Satisfaction,False
769bc4b9-9e88-4aea-a7a2-9ed6d5f3bb62,Closed,Michael Boone,Marketing,2024-07-24,2025-01-20,Charge deal stay her guy scene order.,Medium,86.44,79.69,Customer Satisfaction,True
8a4e2e69-0bb9-44dd-ba98-a80f095611e1,Closed,Cory Williams,IT,2024-08-17,2025-01-10,Practice security moment film drug.,Low,96.78,77.66,Revenue Growth,True
b6b32ecb-be5e-4454-8cf3-1f69d5454e3c,In Progress,Colleen Nguyen,Finance,2024-10-20,2025-02-08,Whole garden receive.,Medium,97.0,83.27,Employee Satisfaction,True
aa113fc1-c93c-4f75-8e13-eea930143d4f,Open,Omar Santos,IT,2023-11-06,2023-12-15,Now another quickly degree week.,Low,79.2,76.9,Cost Reduction,True
3feb430d-ae1d-4efd-b045-5b7d75fab98a,In Progress,Whitney Golden,Finance,2024-05-31,2024-08-05,This goal involves cross-departmental efforts across multiple departments.,Medium,63.41,65.3,Cost Reduction,False
4402f406-fc74-4005-b229-d19988c8c89f,Open,Jonathon Noble,Marketing,2024-04-16,2024-09-29,Example form in community role according.,High,50.81,77.45,Cost Reduction,False
b660babd-da1a-4939-a6ef-2b7db57bb600,Open,Mrs. Kim Whitney MD,HR,2024-04-10,2024-07-22,Responsibility safe involve she discuss sometimes five.,Medium,97.79,82.67,Revenue Growth,True
fea75677-2e62-46ea-8f0e-8042897e123f,In Progress,Benjamin Chandler,HR,2023-12-30,2024-04-14,Quickly customer usually on.,Critical,52.55,77.5,Revenue Growth,False
dfc7d959-950c-4679-886c-834d5a0c25c9,Closed,Gregory Hines,IT,2024-10-15,2025-04-07,This goal involves partnership efforts across multiple departments.,Critical,64.96,82.39,Efficiency,False
9ed6c61b-47f9-43cf-a33e-876455c6de7a,Open,Johnathan Garcia,HR,2024-07-06,2024-12-01,Citizen think clear small.,High,55.55,79.31,Efficiency,False
1029d488-263f-4c97-8a34-63fd9ce46c4f,Closed,Brendan Duncan,HR,2024-02-07,2024-03-26,Some century mean analysis.,High,53.37,68.49,Cost Reduction,False
3051cc7f-051c-4cd9-9363-ff0f792feefc,In Progress,Kimberly Harris,HR,2024-06-06,2024-10-12,Machine probably hit heavy professor heart.,Critical,61.13,75.92,Revenue Growth,False
ff026fb4-cd1f-4c3f-be11-ebbef9f0dc62,Open,Christina Williams,IT,2024-10-13,2025-01-21,Model compare quickly personal military assume.,Low,67.3,78.21,Cost Reduction,False
15cb0f73-f4f6-4791-aa66-954e9de4197c,In Progress,Shawn Rodriguez,HR,2024-01-17,2024-05-16,This goal involves joint efforts across multiple departments.,Critical,71.45,78.07,Cost Reduction,False
30d9fc8b-9deb-4da2-be6f-967d6bd612e4,In Progress,Katrina Soto,Finance,2024-10-16,2025-04-12,All sign wonder meet identify other.,Critical,52.67,68.31,Cost Reduction,False
c8460723-fed4-4329-a002-a8596fe1247b,Closed,Rose Owens,Marketing,2024-02-02,2024-07-16,This goal involves cross-departmental efforts across multiple departments.,High,72.86,75.9,Customer Satisfaction,False
f216b73f-2e53-4617-be83-6982198e47d1,In Progress,Cynthia Martin,Finance,2024-01-13,2024-03-19,Particular middle beat onto memory page.,High,65.18,77.95,Employee Satisfaction,False
aa29568b-93ba-451c-b9a9-da425b11ae6c,Closed,Christopher Reynolds,Marketing,2024-02-23,2024-04-16,Interest usually positive far.,Critical,65.77,83.46,Employee Satisfaction,False
7fcc9e4b-0f8c-4914-ac5f-175e7a3580d2,Closed,Eric Thompson,IT,2024-04-27,2024-08-30,This goal involves partnership efforts across multiple departments.,High,98.38,72.2,Cost Reduction,True
30987dbd-38b1-4e7f-802b-33cc38ef68f8,In Progress,Troy Weaver,Marketing,2024-10-15,2025-02-26,This goal involves cross-departmental efforts across multiple departments.,Critical,90.62,64.7,Cost Reduction,True
d478f2da-8dab-4d55-848d-2316003358b5,In Progress,Thomas Lloyd,Operations,2024-01-29,2024-06-14,Care base tonight more organization board song.,Medium,66.42,86.67,Customer Satisfaction,False
b92e3ba5-3826-47d8-ac01-e9be92649d57,In Progress,Edward Petersen,Finance,2024-06-06,2024-10-08,This goal involves integration efforts across multiple departments.,High,97.91,73.71,Cost Reduction,True
5a01ba45-793b-4084-b12a-308ca3f8e307,In Progress,Thomas Harris,Finance,2024-05-11,2024-09-19,Contain coach oil ability ahead four.,Low,51.45,61.83,Cost Reduction,False
00fa35e2-f974-4542-9612-8f5f8751fbb5,Closed,Miguel Barnes,Operations,2024-02-29,2024-04-04,Feeling especially development.,High,57.55,64.1,Cost Reduction,False
93222076-7eee-44bf-a9d4-0af645f29de2,Closed,Ms. Heather Gutierrez PhD,HR,2024-06-03,2024-11-30,Management center affect development same expert station.,Low,78.07,78.01,Cost Reduction,True
68ac233b-c083-41f0-a221-67535b3a0089,Open,Edward Cooper,HR,2023-11-17,2024-05-03,Others agreement serious take material likely she.,Critical,91.66,60.3,Cost Reduction,True
2c13c922-5c85-435e-a0b1-47892930611a,Open,Stacey Stevens,Operations,2024-03-18,2024-07-08,This goal involves cross-departmental efforts across multiple departments.,High,68.37,74.91,Cost Reduction,False
2d74b5b8-784e-4f94-a98f-48f3f466f0ce,Closed,Susan Morris,Operations,2024-07-04,2024-08-30,Attack only interest follow available north appear.,High,65.27,78.18,Cost Reduction,False
76b90524-3065-4059-b820-4a4238f9c673,In Progress,Jessica Cohen,IT,2024-05-03,2024-06-09,Explain apply level thought page.,High,63.47,69.81,Cost Reduction,False
aadbdcd9-42e7-4f94-94fa-d73f187e74c7,Open,John Cooper,Finance,2024-08-29,2024-12-19,This goal involves partnership efforts across multiple departments.,Critical,74.07,76.5,Customer Satisfaction,False
526ad83a-43b0-4fcd-96ad-ef38b48fb66c,In Progress,Christopher Chapman,Operations,2024-07-03,2024-11-20,Two Republican serve easy admit single.,Medium,64.69,75.38,Cost Reduction,False
620e5cfd-bdfe-4d09-b663-4f95f41f6222,Open,Sherri Jensen,IT,2024-03-12,2024-08-04,Carry tough team including save international none young.,High,57.69,84.59,Revenue Growth,False
1e50c0b9-d532-449b-88cc-5ac19c060ddc,In Progress,Thomas Warren,Marketing,2024-10-18,2025-02-20,Beat but science since natural level.,Medium,83.93,71.71,Revenue Growth,True
a4cbe2cb-082a-4cc2-aba0-234e727386dd,Closed,Zachary Miller,Marketing,2024-04-07,2024-06-09,Need work result.,Medium,82.19,72.44,Customer Satisfaction,True
fd17c6e4-8d32-4ad4-91e8-1791dd84addb,Closed,Angela Peterson,IT,2023-10-31,2023-12-13,Prevent our general.,Medium,59.36,74.25,Revenue Growth,False
1a4279f2-bb24-41ca-8411-863234f7183a,Open,Megan Johnson,Finance,2024-06-09,2024-10-06,Federal great management life.,High,72.1,86.14,Employee Satisfaction,False
edffc64e-1b67-402f-b799-3f188840ede4,Closed,Carl Taylor,Operations,2024-03-27,2024-09-15,Piece no increase.,Low,89.18,63.61,Cost Reduction,True
ac27baa6-37f2-432e-9291-56a496f136bd,In Progress,Teresa Lee,Marketing,2024-03-28,2024-07-25,Arm measure seem marriage.,Low,86.37,62.84,Cost Reduction,True
33414c7a-9adf-4771-a309-eba15b77f7e7,Open,Anthony Baird,Finance,2024-01-20,2024-07-03,Rise measure executive offer eat.,High,65.1,74.43,Cost Reduction,False
0207f2be-a066-4883-bb3f-59c2440b35e5,Closed,John Underwood,Operations,2024-01-20,2024-03-11,However reach civil late realize.,Critical,84.2,71.63,Revenue Growth,True
3488af8a-e39a-43be-b873-faf6f58711db,In Progress,Sarah Miller,IT,2024-03-16,2024-08-06,Form common tax cause improve.,High,87.84,62.22,Cost Reduction,True
191cf179-ede5-4171-a431-99bc8ff443d4,Closed,Tanya Simmons,IT,2024-10-16,2025-03-29,Interview call control heavy option.,Critical,53.06,70.15,Efficiency,False
83b7a7e9-e3aa-4967-a074-3b81601cd39d,Open,Brandon Ferrell,HR,2024-02-15,2024-05-20,Protect meet life drive station race perform.,Critical,54.04,62.58,Cost Reduction,False
1a330f15-130a-45fd-8dec-891f2e08e3a1,Open,Larry Nash,Operations,2024-04-25,2024-10-15,This goal involves collaborate efforts across multiple departments.,Low,87.38,79.2,Employee Satisfaction,True
7b182023-3929-40b2-9e37-14deb6f3cd01,In Progress,Jay Tucker,Operations,2024-07-31,2024-12-11,This goal involves collaborate efforts across multiple departments.,High,70.03,73.44,Efficiency,False
97b42635-bed9-4321-a69d-4f24f2163961,Closed,Thomas Bernard,Marketing,2023-11-18,2024-01-09,Congress prevent account third bring concern computer strong.,Critical,55.72,61.57,Cost Reduction,False
d4494514-1b31-4750-afd2-9090e68198c3,Closed,Nicholas Anderson,Marketing,2024-02-03,2024-04-29,Do series every interesting.,Critical,97.2,70.2,Cost Reduction,True
db0979ac-e39f-44b5-9594-2a910fb20c66,In Progress,Cheryl Lopez,Marketing,2024-08-07,2024-10-13,This goal involves partnership efforts across multiple departments.,Critical,86.81,75.18,Cost Reduction,True
0aa157fe-3b8c-4598-b232-4f3adcdce8c0,Closed,Charles Padilla,IT,2024-04-23,2024-09-18,Free head remember according computer natural.,Medium,63.53,81.29,Employee Satisfaction,False
8474556d-085b-4ef1-8faa-32de281df4a2,Closed,Patricia Brooks,Marketing,2024-01-17,2024-05-06,Defense so stage economy.,Critical,50.59,65.49,Cost Reduction,False
c772a600-841c-493c-b01c-78ce52d4d334,Closed,Michael Moore,Finance,2024-01-31,2024-05-19,Level name threat office might east would.,Critical,67.49,72.89,Cost Reduction,False
edce4452-b3cd-4c5a-a36f-a236b603e773,Open,Thomas Delacruz,Operations,2024-07-17,2024-12-23,We cover attention away task personal their.,Medium,55.29,60.82,Cost Reduction,False
badcb667-9cbf-4821-8b69-268ebfe94fea,Closed,Jacob Russell,HR,2024-06-01,2024-09-21,With many argue guy own song.,Medium,97.76,86.22,Customer Satisfaction,True
d3ec6b3f-accf-4be3-9349-2e0dd665445f,Closed,Jean Kim,Finance,2023-12-09,2024-05-16,Give finish difference painting address nearly little.,Critical,62.49,80.48,Efficiency,False
7592d5ce-77dc-46b9-8b82-8d4f10cca077,In Progress,Nicholas Potter,Marketing,2023-12-27,2024-04-07,House spend receive serious.,Medium,81.78,72.62,Cost Reduction,True
60a1b0b4-6be7-4cef-bf17-ed8a15bb1dcd,In Progress,Kristine Richardson,Finance,2024-01-30,2024-07-20,Card cut main hard usually make.,High,74.56,88.13,Efficiency,False
7a0639ac-9b32-45a0-aee6-d223e6f57ed1,In Progress,Sarah Tucker,Finance,2024-03-25,2024-09-20,Soldier executive task significant yet interest phone.,Low,53.0,83.24,Efficiency,False
ecfdbe16-ae16-4044-bf26-ab01f6a2cfec,Closed,Michael Jacobson,Finance,2024-03-09,2024-06-26,Return yet activity.,Medium,99.16,84.06,Customer Satisfaction,True
82b1b671-be7c-40f8-aeee-649ce9616d03,Closed,Hayden Harrell,Operations,2024-05-20,2024-07-12,Soon themselves assume shake next short own.,High,52.91,73.61,Efficiency,False
