goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,quarter,goal_met
e766dd5d-4117-4593-b6f6-e478e8bb3fb1,Open,Sheila Cunningham,Marketing,2024-01-29,2024-04-23,Which perhaps six particular particularly training.,Low,31.162996833231468,69.40814429309188,Innovation,1,False
a0b3a698-5ab9-4623-907c-ac25abca7352,Open,Cheryl Brown,HR,2024-09-13,2025-02-12,This is a medium priority task involving partnership efforts between departments.,Medium,64.61458050220534,83.71649921961446,Innovation,3,False
95de4254-cc31-438b-8adc-f4303dffe605,Closed,Danielle Johnson,IT,2024-03-22,2024-06-20,This is a high priority task involving partnership efforts between departments.,High,70.17171865757899,81.63966810989751,Innovation,1,False
b4973d0f-d7de-413d-a90d-82f6e1e92609,Closed,Katherine Owens,HR,2024-03-23,2024-09-13,This is a medium priority task involving integration efforts between departments.,Medium,73.51753690579916,87.91571693582509,Process Improvement,1,False
a34531bb-48c7-4975-8753-c485171d6b27,Closed,Jonathan Ryan Jr.,Marketing,2024-07-31,2024-12-25,This is a high priority task involving partnership efforts between departments.,High,100.0,99.9219289571019,Cost Reduction,3,True
96097e83-1b11-47ff-891c-06d921434136,Open,Mary Burnett,HR,2024-05-07,2024-07-30,Business relationship environment become rate together.,Medium,72.12645119338804,86.37810727453629,Revenue Growth,2,False
9cab1b8a-1389-43b0-abaf-a4d94f1d4e1d,In Progress,Joshua Curtis,Marketing,2024-10-11,2024-12-20,Relate rock put health structure southern shoulder manage.,Medium,63.091412487354816,89.61699190894512,Innovation,4,False
dc5c380c-b52c-44de-a5cb-e7f15df9a48b,Closed,Amy Steele,HR,2024-04-23,2024-05-25,This is a medium priority task involving collaborate efforts between departments.,Medium,92.60385748454723,82.68582228786735,Innovation,2,True
410891de-3dd4-4497-8edd-7d0a253ece18,Open,Charlotte Hamilton,IT,2023-12-03,2024-05-22,Pull defense central degree.,Critical,70.5880779482934,66.10791936982359,Process Improvement,4,True
4f16a883-7f43-4a19-9653-d71abbd103d5,Closed,Justin Sims,Marketing,2024-04-17,2024-09-23,This is a medium priority task involving cross-departmental efforts between departments.,Medium,95.84506595942815,80.881735235981,Cost Reduction,2,True
fc7cd3f0-92a8-4ff9-85cc-adf88fbd17d1,In Progress,Laura Hunter,Sales,2024-04-14,2024-07-20,Early especially page stay teacher explain.,Critical,50.672551472055474,60.2900909882502,Customer Satisfaction,2,False
124add30-be4e-4d98-8c7e-be4277257440,Open,Andrew Campbell,Sales,2024-05-04,2024-10-20,Since unit democratic national might control picture middle.,Critical,31.1511363132067,63.82336557846416,Process Improvement,2,False
ac3033be-4fce-4b29-8488-09f4a7f088fb,In Progress,Tammy Henderson,Marketing,2024-04-18,2024-05-28,Guy later imagine debate human.,Low,55.73207376256241,70.61035903843855,Revenue Growth,2,False
061e1351-9bd8-435e-af0e-4d54a329a925,Closed,Matthew Bryant,Finance,2024-03-26,2024-06-03,Ready prove administration power evidence.,Low,69.72416594739806,84.32315159821191,Revenue Growth,1,False
f13d75f4-f573-4016-a580-603d89b0318d,In Progress,Jennifer Johnson,IT,2023-12-02,2024-02-15,Stand improve movement art eight administration accept.,Medium,56.78585727199965,80.0972138786459,Process Improvement,4,False
64027441-aaf6-4051-b2e6-5a2328a01b27,Closed,Richard Phillips,Sales,2024-05-28,2024-09-03,Language dinner nature do far upon government.,Critical,31.829136632943616,74.12070063257971,Cost Reduction,2,False
2ba71739-959a-47f1-ad4a-cbc7b24a81f2,Open,Benjamin Sanchez,Finance,2024-10-01,2025-01-28,This is a high priority task involving joint efforts between departments.,High,89.6075939940064,85.57206122046009,Revenue Growth,4,True
fe71322f-701b-46fd-9d9a-89514fb50043,Open,Theresa Mccoy,Marketing,2024-08-27,2024-12-24,More rise tend five above safe present certainly.,Medium,69.1045763612567,69.93449604643222,Customer Satisfaction,3,False
d6c8f01b-b87d-4b73-8568-031b251423c9,Open,Michelle Figueroa,IT,2024-09-15,2024-12-20,This is a high priority task involving partnership efforts between departments.,High,85.72729762005315,94.57090121305409,Process Improvement,3,False
a8222c61-41f7-4aa6-a788-f0784c8f3d81,In Progress,Erica Fitzpatrick,Finance,2024-01-15,2024-06-23,This is a critical priority task involving collaborate efforts between departments.,Critical,80.55708987287993,80.03382556437259,Innovation,1,True
39e23d8b-1bcc-4fd4-8828-10b25aa2a12f,Closed,Jack Rowland,Sales,2023-11-06,2024-03-08,Before subject some Mr.,Medium,73.97560602840535,63.73875946993103,Process Improvement,4,True
eed43e67-1f66-4431-b6f7-7afd3830f87e,In Progress,Randy Thompson MD,HR,2023-11-11,2024-02-28,Ball seat week call down.,Medium,54.735373417014976,63.818633971774595,Process Improvement,4,False
e8cb4f84-4b71-46dc-88d3-ccbbd8a74720,In Progress,Robin Harris,Finance,2024-04-30,2024-07-13,Pass they case around machine Mr easy.,Medium,74.9907651294871,69.11624847805061,Process Improvement,2,True
4ea6894b-fa03-4fe9-bc4a-35e457253f8a,Open,Kelly Hamilton,Finance,2024-04-15,2024-10-10,Determine modern send game return although.,Medium,48.78681883976964,66.41104202967301,Process Improvement,2,False
7c3cde2f-6dd5-4056-bb4b-4618b73c9996,In Progress,Amanda Martinez,Sales,2023-11-21,2024-01-11,Wind first indeed skill for lot.,High,83.73978114134758,82.53414412622197,Innovation,4,True
ee19422f-fefb-47f7-bb7f-8856e4f87cfd,Closed,Traci Wells,Marketing,2024-03-25,2024-06-20,This is a medium priority task involving joint efforts between departments.,Medium,98.5142410109226,92.22547946121361,Revenue Growth,1,True
95288d5c-ecf2-48ad-8fde-4308dc7eb22c,Open,Gary Huang,Finance,2023-11-04,2024-03-19,This is a low priority task involving cross-departmental efforts between departments.,Low,77.8352966854813,84.87968879156878,Innovation,4,False
112fb087-f303-466e-9a53-50d4c0df67fa,Closed,Chad Sullivan,IT,2024-04-19,2024-06-15,This is a medium priority task involving partnership efforts between departments.,Medium,76.8534100445772,91.1481158806679,Revenue Growth,2,False
47e6a603-f6ec-407c-bd92-90258f67a060,Open,Norman George,Finance,2024-07-30,2024-10-02,Economy more evening investment responsibility.,Medium,60.39315709570618,88.50118825329469,Innovation,3,False
2c8090c0-2a0c-40dd-98cf-3edcb49b4c12,In Progress,Amanda Ward,HR,2024-09-14,2025-02-20,Church keep determine cause.,Medium,34.853370736759196,85.84484729349786,Innovation,3,False
ff34a4c3-fc6d-484d-b757-888bfba1c249,In Progress,Howard Zavala,Marketing,2024-09-08,2024-12-10,Always total show positive campaign.,Low,48.136183795132666,78.80245310945344,Process Improvement,3,False
a0571e75-b5d0-4a9f-afba-b55d66d825d6,In Progress,David Salinas,Finance,2024-07-05,2024-08-23,This is a medium priority task involving integration efforts between departments.,Medium,96.13809984592146,81.61155315315337,Revenue Growth,3,True
64a09d7d-9021-418e-9155-7b06fb297782,Open,Kurt Garcia,Sales,2024-06-15,2024-10-21,This is a medium priority task involving cross-departmental efforts between departments.,Medium,77.62448792147076,89.31848606702302,Revenue Growth,2,False
ecf196a8-2737-440c-a4af-65095f43663c,Open,Ashley Myers,Sales,2024-10-04,2025-02-18,Hundred condition laugh hot yeah.,High,43.563989283051455,86.41970018273472,Innovation,4,False
9a00bd67-c2d4-4f63-aadc-2587cc4e71e9,Closed,Ms. Anne Williams,Finance,2024-04-13,2024-09-12,This is a critical priority task involving cross-departmental efforts between departments.,Critical,86.27571788970019,99.06860676940212,Process Improvement,2,False
3caca3a4-42db-4e10-9e0e-c9671092a811,In Progress,Christina Crawford,HR,2024-06-26,2024-12-12,Guess professor its.,Medium,42.21252884734777,74.56925981395501,Revenue Growth,2,False
30cd47bf-d6d7-4498-8fc5-38f883bc10d2,In Progress,Bobby Short,Marketing,2024-10-01,2025-02-11,Sport wait like will strong lose entire.,Medium,82.75568609276165,76.02370888597514,Customer Satisfaction,4,True
3586f0ab-bb65-47ce-95a9-9edbca432168,In Progress,Daisy Nolan,HR,2023-12-17,2024-06-08,We effect care concern.,Medium,42.789740898246826,73.85095332154535,Cost Reduction,4,False
1e7cb647-fed8-4968-b348-d9f8b09e8af9,Open,Audrey Hunt,Marketing,2024-04-25,2024-08-30,Main attack apply defense.,High,74.64268650145758,71.37378646692409,Customer Satisfaction,2,True
7f86c878-c36c-4cbe-8602-452b04aa0ece,In Progress,Ariel Cole,Marketing,2024-06-22,2024-08-11,This is a medium priority task involving integration efforts between departments.,Medium,67.86075322429421,81.37236740905539,Innovation,2,False
4f7fac66-4bf0-4f4c-97b3-81aea8b2cd45,Closed,Lauren Flores,IT,2024-07-26,2024-09-01,Rock law guy.,Low,55.65454214677274,67.15634825666717,Revenue Growth,3,False
ddc3827f-67bd-47c2-a7c0-ac5e56137bb2,In Progress,Thomas Williams,IT,2023-12-21,2024-06-12,Sport bit five before environment close.,Low,65.98843939761258,65.03367430103407,Customer Satisfaction,4,True
5ab16241-0e9f-4c8c-a647-72b0c82a25e1,Closed,Nathan Gonzalez,IT,2024-04-13,2024-06-23,Situation program music wall.,Low,74.59520733641415,77.27390185237243,Cost Reduction,2,False
08b3e379-c28e-4340-a93c-848babbbff30,In Progress,Nathan Watts,Finance,2024-10-20,2025-01-08,This is a critical priority task involving integration efforts between departments.,Critical,96.49944995521824,92.00823229633689,Revenue Growth,4,True
6bb4ab13-c0e2-4c8c-a499-1a4c878a57e3,Open,Michael Watson,HR,2024-10-23,2024-12-02,International born media suggest.,High,47.27610827018772,79.42629762170415,Customer Satisfaction,4,False
f3715859-eff7-48c3-b234-c612d44b78a7,Open,Stephen Santiago,Finance,2024-09-30,2025-03-04,Stuff radio stop impact party list.,Critical,62.108678235423326,81.21925931118231,Process Improvement,3,False
79036efb-13db-4099-89ce-8cb88c52cb91,In Progress,Tammy Kirk,Sales,2024-01-26,2024-07-07,Also under strong page this ability.,Low,68.16649139687131,83.23924351114724,Process Improvement,1,False
8f6e9238-517c-41c7-8589-418f09e6be01,In Progress,Lisa Dodson,Finance,2024-03-31,2024-07-07,Cell camera history mouth by land.,High,40.84081614601715,86.44893552008315,Revenue Growth,1,False
15f9251c-d1c3-41a1-b2bd-af179b890e7a,Open,Lee Arnold,Finance,2023-12-17,2024-06-09,Spring response opportunity throughout live add before.,Medium,62.68738778481092,69.75042503666279,Customer Satisfaction,4,False
e66f90f0-0c5b-47fa-bf6b-263a7a8e7cc7,In Progress,Dustin Martin,Sales,2024-01-24,2024-05-23,This is a medium priority task involving partnership efforts between departments.,Medium,92.87837494245944,85.5253715151237,Process Improvement,1,True
12df266a-f2f2-49dc-a593-37ad1e24c895,Open,Amy Miller,HR,2023-11-28,2024-02-14,Truth energy quality few mother eight trip.,Critical,65.909740212041,80.71828018339569,Customer Satisfaction,4,False
df874141-6e17-4646-872e-1bf063968bd6,Closed,Melvin Wade,Finance,2024-07-13,2024-12-04,This is a medium priority task involving cross-departmental efforts between departments.,Medium,88.03330151472095,86.12412060260176,Cost Reduction,3,True
75ccd624-65e8-416b-8f07-4f337fe679f0,Closed,Donna Anderson,Marketing,2024-07-16,2024-12-14,Unit weight effort gas indeed teacher.,Medium,72.2020847107594,69.9237389158779,Process Improvement,3,True
718b2777-eb23-45d9-b0cc-d017cde71996,Closed,Stephen Allen,Finance,2024-10-15,2025-01-22,This is a high priority task involving joint efforts between departments.,High,88.85761456800317,94.85762127278208,Revenue Growth,4,False
85c82ff9-8b6e-4f62-ab08-99283cffd9c2,Closed,Erika Williams,Sales,2024-05-14,2024-08-01,This is a high priority task involving partnership efforts between departments.,High,100.0,90.49273738217215,Customer Satisfaction,2,True
fc4bd45d-6a0a-4bc4-97a1-a8d2e27956d7,In Progress,David Hernandez,IT,2024-04-13,2024-07-01,This is a high priority task involving collaborate efforts between departments.,High,98.11591295033043,82.53165919695964,Process Improvement,2,True
d9a3e004-6315-4702-b419-7c5de0d02e8b,Open,Joshua Jones,IT,2024-03-22,2024-09-09,North hear agency structure.,High,75.63894451533038,63.07762940363282,Revenue Growth,1,True
cf8beb72-7f44-4bfb-a688-ed4f69152e76,Open,Deborah Fernandez,HR,2024-05-05,2024-08-15,Answer truth shake two fall thousand.,Medium,83.08904110549074,67.57435171478917,Customer Satisfaction,2,True
f2e9f80c-7038-4c80-8917-dea72be10845,In Progress,Cheryl Edwards,IT,2024-02-04,2024-03-21,Physical nothing than.,High,72.80412774252356,64.55181020852869,Cost Reduction,1,True
b8a8fd30-a777-497c-b7ed-9ea655bb01a8,Closed,Lisa Brown,Marketing,2024-06-23,2024-08-13,Foot rise tax energy anyone.,Low,47.587706294368324,77.88380536230076,Cost Reduction,2,False
c079037e-4485-490f-9475-8ad7daf5f775,Closed,Tiffany Henderson,Sales,2024-08-13,2025-01-23,This is a high priority task involving partnership efforts between departments.,High,100.0,86.10760488638721,Customer Satisfaction,3,True
599b9315-cf52-4534-8a99-f7d4758f385a,Closed,Dennis Miller,IT,2024-03-15,2024-05-09,Vote much full class personal.,Low,40.169513705005656,62.43562396400953,Revenue Growth,1,False
38e7d9f5-bf62-436f-833c-b3be27581dab,Open,Erica Oconnor MD,Sales,2024-04-20,2024-10-08,Vote war perform.,Critical,57.78902226272128,74.09737437023057,Cost Reduction,2,False
837d89c3-379c-4f78-9566-598724945ce1,Open,Susan Hanson,Sales,2024-05-25,2024-09-05,This is a medium priority task involving joint efforts between departments.,Medium,98.30997629612197,95.75656053293463,Customer Satisfaction,2,True
31f1d1f4-9477-4e37-b66e-e14964340f0a,Closed,William Martin,HR,2024-05-01,2024-07-20,This is a medium priority task involving joint efforts between departments.,Medium,100.0,96.5326231930012,Innovation,2,True
b42ec5a4-d3a0-4fc9-83e7-386688f0a034,Open,Andrew Jenkins,IT,2024-04-17,2024-06-28,Seat able many hold ever.,Medium,56.640022217034115,68.65831764917525,Innovation,2,False
3daeff05-53bf-40c0-a771-7ce7fe72d65e,Open,Bridget Strong,Finance,2024-05-23,2024-09-07,Heavy health event.,Medium,58.20530309194065,62.41325555697903,Process Improvement,2,False
30625ca9-2f45-489c-97b7-3872737a36a6,Open,Heidi Lynch,Finance,2023-12-08,2024-03-29,This is a medium priority task involving partnership efforts between departments.,Medium,90.28959269743756,80.41490912431067,Cost Reduction,4,True
e7eb1820-b183-4fb5-88a9-4dd21dfbebf9,Closed,Scott Williams,Marketing,2023-12-25,2024-06-19,Manage against when send evidence.,Critical,62.90989829210066,87.48218363780302,Revenue Growth,4,False
e42cf08c-fa07-47c1-8c64-565257e173de,Open,Alec Morris,HR,2024-07-24,2024-12-12,Piece fast level financial continue audience religious.,Medium,54.58585296958003,72.25044280290047,Customer Satisfaction,3,False
57bf7795-7505-4e9c-adc8-a69080f75e90,In Progress,Sharon Johnson,IT,2024-04-19,2024-06-29,This is a high priority task involving cross-departmental efforts between departments.,High,100.0,91.00193217943566,Customer Satisfaction,2,True
b643d11d-98d1-45e5-b72d-b06f09957d40,In Progress,Bradley Mcfarland,IT,2024-03-17,2024-07-05,Religious develop just TV short month public.,High,57.12060984820619,75.43788756987315,Cost Reduction,1,False
9054438d-da18-4b96-8c11-3a86a53288b0,Open,Trevor Kirby,HR,2024-01-02,2024-05-29,Then but claim significant material little move.,High,69.33465340384265,74.95479307146566,Revenue Growth,1,False
2d5fb995-8f6a-43a9-be97-5a4d4090d83d,In Progress,Alexis Moreno,IT,2024-05-02,2024-07-23,Become only cut Democrat.,High,58.06793214052491,80.94750087366516,Revenue Growth,2,False
38949bc0-b0a3-42d6-96c7-5d39335ac634,Open,Amanda Jones,IT,2024-09-21,2024-12-21,Might now lose democratic section experience.,Medium,58.48725592677165,62.796276038445676,Process Improvement,3,False
15d57036-33dc-4c28-a96d-a3daeba103d1,Open,Dawn Benton,Finance,2023-11-08,2024-01-07,Show seven civil last.,Medium,77.6973465823745,75.26616045208536,Revenue Growth,4,True
2ba917d6-c655-40b9-9bf5-e57d704a67ef,In Progress,Patrick Collins,Finance,2024-01-19,2024-06-20,Also point best probably.,Low,29.558157469268394,65.71831112843785,Revenue Growth,1,False
addc3957-e6d2-478e-9fb2-3c28a0e25a81,Closed,James Dominguez,HR,2024-01-17,2024-03-21,Share right fill.,Low,68.88410574448504,70.19625729342886,Process Improvement,1,False
426b0168-6b45-4ae9-aaae-170b5d8a8a82,Closed,Alex Contreras,Marketing,2024-05-29,2024-06-28,Yeah current very notice pretty study during.,High,68.48006632600276,79.79822259164759,Process Improvement,2,False
230e4fb0-d94a-4702-a860-6ee70717e59e,Open,Brett Carter,Finance,2023-12-22,2024-06-06,National eye very tend.,Medium,62.24336107383176,73.66033850599503,Process Improvement,4,False
6aa2c626-e2f5-4d8f-9066-9edb397d701e,In Progress,Ashley Glover,Sales,2024-02-27,2024-05-28,Than few top find recently trip her.,Medium,52.91788761665928,69.545289817014,Revenue Growth,1,False
53342caf-f0ac-4e7a-984c-a12719e63f5e,In Progress,David Hess,Finance,2024-07-19,2024-11-24,Voice seven develop.,Low,29.423438003270107,75.06873450398898,Revenue Growth,3,False
ed4d7724-294f-4c28-97c6-ee604786854a,Closed,Michael Jones,Marketing,2024-06-03,2024-07-28,This is a low priority task involving cross-departmental efforts between departments.,Low,56.811566201535236,82.88310831933894,Customer Satisfaction,2,False
a5a2ee7b-f49b-4842-8159-0e68d41bc3b2,Closed,Jacob Wallace,Sales,2024-06-01,2024-07-20,High seem what decide color.,Medium,60.234460094941554,79.49509957737817,Process Improvement,2,False
869340fc-1220-4393-b025-08d507d86959,In Progress,Heather Russell,HR,2024-05-06,2024-09-10,Mother line wind score.,Low,25.540191276820284,62.05262241544654,Customer Satisfaction,2,False
d00d31af-a0ff-40d4-bd8b-8267680683df,Closed,Samantha Rodriguez,Marketing,2023-12-06,2024-03-03,Cup threat each ten.,Medium,72.9680035926132,81.11672487987113,Customer Satisfaction,4,False
3bd131ea-4b6b-4e7b-a337-77344d96921a,Open,Matthew Price,Finance,2024-08-26,2024-11-06,This is a medium priority task involving collaborate efforts between departments.,Medium,68.25141689252862,87.49682179550629,Cost Reduction,3,False
aefb0eaf-8f71-4697-b9be-e4a81fce8b6c,Open,Anthony Hernandez,Sales,2024-06-24,2024-12-06,This is a high priority task involving collaborate efforts between departments.,High,90.40159812602235,87.65088597233748,Revenue Growth,2,True
95589c77-9748-4027-94ad-3bcfe73673c8,Closed,Richard Morris,Sales,2024-01-22,2024-06-27,This is a low priority task involving integration efforts between departments.,Low,68.7618871226438,93.33681434532961,Revenue Growth,1,False
1a55492b-dc37-4761-a346-92b07cb65ef7,In Progress,Jonathan Mitchell,Marketing,2024-07-08,2024-12-24,Tree food line.,Critical,78.61667615645878,68.97462747371317,Customer Satisfaction,3,True
317bb153-59b0-4066-adab-f78a412773de,In Progress,Sabrina Estrada,Marketing,2024-05-17,2024-10-10,Physical someone recent fish each appear.,Low,68.64752481912015,63.19959802267083,Revenue Growth,2,True
5462b97e-a588-4f23-bfef-2ca699ad3b8f,In Progress,Kendra Smith,HR,2024-02-15,2024-06-15,This is a medium priority task involving cross-departmental efforts between departments.,Medium,75.43798018068954,91.31858033911398,Process Improvement,1,False
5f52cff6-2264-4f44-82fe-7c75aceec885,Closed,Ronald Allen,IT,2024-06-02,2024-11-06,Change nation within order agent fill perform.,Medium,43.89847590868599,84.05795872635863,Process Improvement,2,False
b32146bc-700c-43ad-b039-03ecaf993c58,Open,Jessica Chen,Sales,2024-09-30,2025-01-02,Difference call support.,Medium,73.45708372232002,79.39021826671569,Revenue Growth,3,False
a982048d-1449-4653-8447-e6970e419add,In Progress,Crystal Lloyd,Finance,2023-12-09,2024-01-16,This is a medium priority task involving integration efforts between departments.,Medium,77.83340110081058,88.31006186837556,Revenue Growth,4,False
81d361d7-024c-47c2-a7eb-790319a29c14,Open,Johnathan Shaw,Sales,2024-06-07,2024-11-22,Specific never than growth maybe scientist floor.,Low,72.1103694401389,84.91417858702192,Process Improvement,2,False
d61abd72-034b-4b80-918f-88412696615e,In Progress,Karen Mendoza,Finance,2023-11-27,2024-03-11,Church mother million design particular.,Medium,63.00487990475902,62.25898082720273,Process Improvement,4,True
f054cbc5-fb43-40ed-94ac-db0a9f90dc7c,Open,Kimberly Hickman,Finance,2024-05-04,2024-10-23,This is a high priority task involving partnership efforts between departments.,High,72.54791376851752,87.37171317232078,Customer Satisfaction,2,False
ba0aed19-18f2-49bf-ae53-9d113623706d,Closed,Maria Peterson,Marketing,2024-02-24,2024-08-21,This is a high priority task involving joint efforts between departments.,High,88.74691224154422,92.39093734089059,Process Improvement,1,False
389302e8-1549-46dd-a8ff-c9b886eb9613,Closed,Mr. Willie Waters,Marketing,2024-03-10,2024-06-04,Hard only sense expect.,Medium,46.58997297725884,72.24887567386239,Customer Satisfaction,1,False
361c181f-dd78-4678-87ea-4f97f9bc790c,Open,Curtis Harrison,IT,2023-12-04,2024-01-12,This is a high priority task involving joint efforts between departments.,High,100.0,82.71328097412673,Customer Satisfaction,4,True
942c8673-7987-4198-aa8d-8aa0916b34fa,In Progress,Kathryn Lopez,Marketing,2024-02-28,2024-08-14,Hair upon easy believe.,Medium,57.98302819759534,85.01079249888964,Revenue Growth,1,False
27d8d6f6-09fc-41dd-87fc-0b95fdd12b0a,Closed,Edward Gibson,Finance,2023-12-13,2024-03-23,This is a critical priority task involving cross-departmental efforts between departments.,Critical,98.46934845543453,97.1090038661191,Process Improvement,4,True
977b0a18-4ca3-4db0-9992-f08b5fe26681,Open,Darin Jimenez,Marketing,2024-01-28,2024-07-15,This is a low priority task involving integration efforts between departments.,Low,60.905045212474164,82.44319438174527,Process Improvement,1,False
