goal_id,state,owner,department,start_date,end_date,description,priority,percent_complete,target_percentage,category,goal_met
5ab4b81a-1bfa-4de4-823b-81fd9bde6ee2,In Progress,Laura Clark,Operations,2024-06-28,2024-11-11,Condition no board own fight laugh still.,High,58.69,77.32,Customer Satisfaction,False
17d263c9-6821-4783-b896-a48e3a72b187,In Progress,William Smith,Sales,2023-10-31,2024-02-03,This goal involves integration efforts across multiple departments.,Low,60.23,79.37,Employee Satisfaction,False
9f8cd860-0442-4ef7-ba0b-2b36ab523847,Open,Miguel Smith,HR,2024-03-16,2024-09-04,Strategy avoid national herself professional.,Critical,54.6,72.47,Efficiency,False
218760ef-17a5-4470-9d27-af947460beb4,Closed,Matthew Brewer,Operations,2024-09-13,2025-03-11,Bed investment such common somebody real.,Low,75.31,74.68,Employee Satisfaction,True
72756dea-ae92-4786-9318-9029053bc188,Closed,Jeremiah Brown,Operations,2024-09-04,2024-11-29,Cost contain factor seat.,Medium,52.1,72.98,Cost Reduction,False
df5f7094-f85e-48fa-96e1-221c0d5bd350,Open,Lauren Scott,Finance,2024-03-21,2024-07-06,This goal involves partnership efforts across multiple departments.,Critical,71.5,79.07,Employee Satisfaction,False
fae9e7f4-fd6b-408a-972b-f8994ae49fe4,Closed,Erin Hubbard,HR,2024-05-26,2024-11-22,Certainly up carry follow table force feeling.,Low,70.95,82.31,Customer Satisfaction,False
ec3df62c-d811-4d3c-a2ea-b903c99a2267,In Progress,Jonathan Morris,Finance,2024-03-28,2024-07-30,Red growth politics.,High,58.22,71.99,Customer Satisfaction,False
99926c37-2ba1-4b9d-bc64-ffe11b8c4757,Closed,Sean Ayala,Operations,2024-01-15,2024-02-29,Maintain three growth manager enough mother.,High,52.43,86.48,Employee Satisfaction,False
f006dded-9133-4a46-95da-424a9cd45b08,Open,Jennifer Hoover,IT,2024-04-09,2024-05-14,This goal involves joint efforts across multiple departments.,Medium,65.33,64.1,Cost Reduction,True
0953d910-0e28-4de5-b68c-fab1c8305a61,Closed,Justin Pittman,Sales,2024-08-11,2024-11-08,Light begin sign right.,Medium,65.3,75.55,Efficiency,False
619f5dac-60b0-4f47-977e-e6ec29972055,Open,Robert Thomas,IT,2024-02-17,2024-05-21,Article receive center drop left matter officer though.,Critical,95.17,77.16,Customer Satisfaction,True
83770dd7-4a10-4b68-ba20-b6b6aa526970,Closed,Stephanie Smith,Operations,2024-03-07,2024-04-10,This goal involves cross-departmental efforts across multiple departments.,High,70.75,84.91,Customer Satisfaction,False
61138186-a17e-4133-b099-9e257355e277,Closed,Chase Edwards,IT,2023-12-29,2024-02-24,State stock build energy by.,Medium,98.09,85.66,Employee Satisfaction,True
f8b8b2da-5225-452a-a23d-05ce0ba292e1,Closed,Nicole Love,Operations,2024-10-22,2025-03-18,Generation pretty if chance manager.,Critical,59.18,73.72,Cost Reduction,False
ed72038e-8f26-4cde-8b16-adc7c2cfb8ec,In Progress,Brittany Crawford,Finance,2024-02-19,2024-04-09,This goal involves integration efforts across multiple departments.,Medium,72.36,81.71,Efficiency,False
73d8571b-90fd-4735-bb20-b062f78c714b,Closed,Brittany Love,IT,2024-06-30,2024-10-13,Yeah important camera.,Medium,58.05,72.29,Employee Satisfaction,False
dfc4f94c-2eee-4710-a27d-e7280e2c113f,Closed,Susan Brown,Sales,2023-12-22,2024-05-10,Structure job magazine put live fight.,Low,63.11,77.97,Employee Satisfaction,False
724cebdc-3e8a-47a9-97f0-f13c9e1b51a9,In Progress,Jeremiah Richardson,HR,2024-09-02,2024-12-21,This goal involves cross-departmental efforts across multiple departments.,High,93.36,86.64,Efficiency,True
dc6792e0-16c4-481d-97e4-f04bee63d291,Closed,Jennifer Robinson,Operations,2023-11-16,2024-01-18,But list team method list.,Critical,59.61,83.4,Revenue Growth,False
94bceb41-a0e1-48d1-b527-ab8df7cb05aa,Closed,Shelby Yang,HR,2023-12-20,2024-02-01,Senior shoulder personal cup.,Medium,59.36,74.25,Efficiency,False
ee6383e7-03aa-46a5-9001-2d9fb57d2e58,Open,Katie Townsend,Finance,2024-06-21,2024-10-18,Similar simple measure have painting bar music.,High,72.1,86.14,Revenue Growth,False
6a96ce81-1d4a-4e0b-adc1-eccb5693bdba,Closed,Jennifer Alvarez,IT,2024-03-23,2024-09-11,Fear theory amount mouth wonder necessary.,Medium,71.35,60.58,Cost Reduction,True
ec01eaf9-69b5-4eb2-b938-2805ad836015,In Progress,Samantha Anderson,Operations,2023-12-10,2024-04-07,This goal involves cross-departmental efforts across multiple departments.,Critical,100.0,74.82,Cost Reduction,True
4026b2ee-5484-427b-90a9-03f53c0f123f,Closed,Tammy Blake,Sales,2023-11-17,2024-03-22,This goal involves integration efforts across multiple departments.,High,69.92,85.54,Employee Satisfaction,False
de3673b9-83a0-4061-9fa9-636964c895e8,Open,Olivia Peterson,Sales,2024-05-12,2024-07-21,This goal involves cross-departmental efforts across multiple departments.,Critical,65.08,79.71,Revenue Growth,False
adfe4e4e-1316-42c4-8edd-9d8310144ed7,Closed,Linda Curtis,Finance,2024-02-04,2024-06-01,Person travel represent wonder step.,Critical,56.33,80.54,Employee Satisfaction,False
f4ba2a9e-f16f-40dc-a70c-8fcbb1c95cc5,Open,Jeffrey Pearson,HR,2024-03-15,2024-04-28,Either other answer war seven.,High,55.87,75.28,Cost Reduction,False
abc90631-43cc-47f0-bee7-2a217ecd3f0e,Open,Benjamin Benson,Finance,2024-05-27,2024-10-31,Low system loss fact fear TV.,Critical,66.67,80.01,Employee Satisfaction,False
d54fd1c3-f217-4232-8005-519be7a6eb58,In Progress,Joshua Sherman,Finance,2024-06-14,2024-10-23,Range return job audience today middle rise listen.,High,80.74,66.26,Cost Reduction,True
ddd44f82-f5f9-4fff-b3b4-50f7efde3354,In Progress,Thomas Arnold,HR,2024-05-23,2024-09-04,Pretty budget speak situation event.,High,88.64,78.95,Cost Reduction,True
507a919f-04d5-4777-bf07-ae48d2ca6e90,Closed,Peter Dixon,Operations,2024-09-02,2024-10-24,This goal involves partnership efforts across multiple departments.,Low,100.0,71.57,Employee Satisfaction,True
95d5a7e5-2a64-42c7-9ace-6f0c0ef71573,Open,Norman Nguyen,Operations,2024-02-27,2024-05-10,This goal involves partnership efforts across multiple departments.,Medium,93.91,75.52,Cost Reduction,True
b4711558-ccd0-41b5-815b-7060f15fd362,Closed,Tammy Mcgee,Sales,2024-06-28,2024-09-26,This goal involves partnership efforts across multiple departments.,Critical,86.81,75.18,Cost Reduction,True
9d6e2583-ba03-432b-8e51-4db7e74123a0,Closed,Mr. Ronald Green Jr.,HR,2024-10-03,2025-02-28,Open despite car computer onto.,Medium,63.53,81.29,Revenue Growth,False
8be25dc6-e8ee-4c81-9940-d70a832e5b05,Closed,Marcus Mcdaniel,Operations,2024-09-16,2025-01-04,Mind morning after item production tax.,High,65.33,85.93,Customer Satisfaction,False
0925658e-352c-42cb-a89a-228f3ec48e49,In Progress,Amanda Hopkins,IT,2024-06-20,2024-08-07,This goal involves integration efforts across multiple departments.,High,69.25,71.53,Efficiency,False
558291e4-f61b-4b1a-b682-a9ce973c8a8d,Closed,Karl King,IT,2024-03-15,2024-08-21,Thank person represent these attorney.,High,62.56,87.92,Employee Satisfaction,False
6e6d8fb1-4599-4981-a6a1-0ecb819bc94c,Closed,Emily Trujillo,Sales,2023-11-19,2024-03-10,This goal involves collaborate efforts across multiple departments.,High,81.87,86.22,Revenue Growth,False
80170ba2-2759-457c-bcf3-aa195ea8358d,Open,Grace Peters,IT,2024-06-07,2024-08-20,Election low pull around score heavy.,High,52.45,70.45,Cost Reduction,False
b89385ed-8a54-46fd-a9cf-14679c3c263a,In Progress,Patricia Davenport,Operations,2024-06-25,2024-11-01,Discover suffer gas friend.,Medium,88.43,82.62,Employee Satisfaction,True
