goal_id,state,owner,department,start_date,end_date,priority,target_percentage,goal_met
16f142bc-12d4-4355-a1ea-3a032313e0a2,In Progress,Cheyenne Moore,Sales,2024-09-18,2025-02-19,High,84.02,False
9f855568-3dd8-42a4-aca7-4610a70108e3,Open,Cheryl Garcia,Finance,2024-07-28,2024-10-27,High,82.92,False
428fdda8-760c-4195-b30d-ad168a6c9121,Open,Janice Ferguson,Finance,2024-08-22,2024-12-05,High,81.07,False
d4e204dd-cea3-4253-bacc-1986fed5914a,Closed,Paul Castillo,Operations,2023-11-25,2024-03-24,High,76.31,False
505e415a-81c7-4248-b5b2-f9cdb35653ce,Closed,Jacob Anderson,Sales,2024-03-13,2024-05-31,Medium,80.49,False
07e489e7-282b-4d62-8f82-95946719feb1,Open,Noah Vega,Operations,2024-08-10,2024-11-06,Critical,70.91,True
2e02931a-a560-406d-83a7-ab9f0bba10bb,Open,Jessica Garcia,HR,2024-01-23,2024-03-19,Medium,63.69,True
8beb33de-0ed9-404d-9541-583de0bfd949,In Progress,Brenda Davis,Finance,2024-08-03,2024-09-18,High,73.03,False
6562709b-0ff7-4344-bdff-12c6707d057b,In Progress,Melissa Knight,Finance,2024-01-25,2024-04-27,Medium,72.37,True
c0f71dd7-f724-48c3-ba95-52eb68974d1e,In Progress,Tyler Smith,HR,2024-06-23,2024-11-13,Low,82.42,True
96a14d2e-76e7-4a34-a827-27491786c736,Closed,Karen Brown,Finance,2024-07-17,2024-10-08,High,71.5,True
bfec360c-2e90-4afc-8cd8-9dda7c790111,Closed,Tina Costa,HR,2024-08-04,2024-11-16,High,69.08,False
55546d31-42e4-4d26-b8a1-e0ee43667a76,In Progress,John Anderson,IT,2024-10-04,2024-12-23,Critical,86.53,False
7cdff709-faaf-4157-8614-25d615330632,In Progress,Kyle Hernandez,IT,2024-01-24,2024-07-17,High,78.05,False
347a1149-a0a3-4197-b3e4-70f4f7846e6f,Closed,Frederick Peters,HR,2024-01-03,2024-05-24,Medium,72.07,False
118075f0-94da-4e96-a780-1b04c92e21ed,Open,Randall Hill,IT,2024-10-13,2025-04-11,Low,60.8,True
6da0305e-1995-45ed-9175-2485cd93df0c,In Progress,Jill Beck,IT,2024-04-16,2024-09-06,Critical,79.83,False
859d8ea4-977a-4be4-b038-910287206e27,In Progress,Eugene Blackburn,HR,2023-11-24,2024-03-18,Medium,83.87,True
1b8c2245-7d55-4429-9db3-a528601a2309,In Progress,Candace Jimenez,IT,2024-01-28,2024-03-07,Critical,78.08,False
b6c45f77-d583-4a0f-ad36-eceec1e6e69d,Closed,Sheila Carroll,IT,2024-06-05,2024-10-31,Critical,79.97,False
ad5e71bb-0929-4d13-ae3a-2f7adbf95d1b,Open,Samuel Williams,Sales,2024-09-28,2025-01-04,Critical,89.46,True
dd70a95d-9a13-432e-93bb-32931b830f04,Open,Suzanne Berry,Operations,2024-08-13,2025-01-31,Medium,62.35,True
02ca3456-1bc8-48aa-b0ce-b016cc8f9fd9,Closed,Meghan Davis,Operations,2024-08-06,2025-01-13,High,79.14,False
248e0067-8f9a-401b-8a92-7943c34b2dde,Open,Natalie Nielsen,IT,2024-07-28,2025-01-04,Low,85.75,True
cb4509be-b087-4c20-807b-87ceb8886340,Closed,Chelsea Harrington,Operations,2024-09-14,2025-03-13,Low,80.77,True
e2b5e379-16a0-4815-a0af-aa2f27cb0b06,Closed,Abigail Jones,IT,2024-08-08,2024-12-12,Low,74.78,False
808cfc0c-c79e-4b08-88c4-b7ae28ab090c,In Progress,Heather Gomez,Finance,2024-03-25,2024-07-14,Medium,83.27,True
1e4a0b61-a7e9-43d0-9810-77f046084bd6,Open,Kelsey Carney,HR,2023-11-06,2023-12-15,Medium,87.48,False
4c613b52-ad2b-4112-8cf8-73496d5e7458,Closed,Laura Drake,HR,2024-10-20,2024-11-22,High,79.39,True
74c9c22e-8c43-4939-b265-d9ca55b71f13,In Progress,Thomas Nelson,IT,2024-04-19,2024-08-28,Low,67.6,False
99bf2512-6aeb-4234-be61-94ef15f9b961,Closed,Mark Morris,HR,2024-07-30,2025-01-14,Medium,74.94,False
ef39d4f4-6489-4f93-823f-671f31cc3bd0,Closed,Joanna Garcia,Finance,2024-10-22,2025-03-14,Medium,85.92,True
5c7f30a4-4245-4328-b9e9-62c84dd8ab57,In Progress,Michael Bradley,HR,2023-11-02,2024-01-08,Medium,73.4,False
0065cf87-268f-446c-9487-93033fd598f3,In Progress,Nancy Hays,IT,2024-02-16,2024-05-17,Low,79.19,False
8e8fe63c-3a38-4f0b-8a49-f243742196ef,In Progress,Michael Barr,Operations,2024-07-09,2024-12-25,Critical,75.98,False
2714601d-66e5-4e7b-aec0-ad2251442e03,Closed,Daniel Smith,Operations,2024-07-06,2024-11-29,Critical,74.74,False
06befdb6-98c3-47e0-adcd-43d6573a5ad1,Closed,Haley Alexander,Operations,2024-03-11,2024-06-24,Low,71.32,True
f639326c-4a1a-4345-996f-69b6fa708330,Closed,Derek Smith,Finance,2023-11-30,2024-05-05,Medium,73.8,True
ba68581b-f6b5-49b0-b19f-f8d77671e00e,Closed,Martin Nelson,Sales,2024-01-22,2024-03-16,High,74.65,False
5ab4b81a-1bfa-4de4-823b-81fd9bde6ee2,In Progress,Laura Clark,Operations,2024-06-28,2024-11-11,High,77.32,False
17d263c9-6821-4783-b896-a48e3a72b187,In Progress,William Smith,Sales,2023-10-31,2024-02-03,Low,79.37,False
9f8cd860-0442-4ef7-ba0b-2b36ab523847,Open,Miguel Smith,HR,2024-03-16,2024-09-04,Critical,72.47,False
218760ef-17a5-4470-9d27-af947460beb4,Closed,Matthew Brewer,Operations,2024-09-13,2025-03-11,Low,74.68,True
72756dea-ae92-4786-9318-9029053bc188,Closed,Jeremiah Brown,Operations,2024-09-04,2024-11-29,Medium,72.98,False
df5f7094-f85e-48fa-96e1-221c0d5bd350,Open,Lauren Scott,Finance,2024-03-21,2024-07-06,Critical,79.07,False
fae9e7f4-fd6b-408a-972b-f8994ae49fe4,Closed,Erin Hubbard,HR,2024-05-26,2024-11-22,Low,82.31,False
ec3df62c-d811-4d3c-a2ea-b903c99a2267,In Progress,Jonathan Morris,Finance,2024-03-28,2024-07-30,High,71.99,False
99926c37-2ba1-4b9d-bc64-ffe11b8c4757,Closed,Sean Ayala,Operations,2024-01-15,2024-02-29,High,86.48,False
f006dded-9133-4a46-95da-424a9cd45b08,Open,Jennifer Hoover,IT,2024-04-09,2024-05-14,Medium,64.1,True
0953d910-0e28-4de5-b68c-fab1c8305a61,Closed,Justin Pittman,Sales,2024-08-11,2024-11-08,Medium,75.55,False
619f5dac-60b0-4f47-977e-e6ec29972055,Open,Robert Thomas,IT,2024-02-17,2024-05-21,Critical,77.16,True
83770dd7-4a10-4b68-ba20-b6b6aa526970,Closed,Stephanie Smith,Operations,2024-03-07,2024-04-10,High,84.91,False
61138186-a17e-4133-b099-9e257355e277,Closed,Chase Edwards,IT,2023-12-29,2024-02-24,Medium,85.66,True
f8b8b2da-5225-452a-a23d-05ce0ba292e1,Closed,Nicole Love,Operations,2024-10-22,2025-03-18,Critical,73.72,False
ed72038e-8f26-4cde-8b16-adc7c2cfb8ec,In Progress,Brittany Crawford,Finance,2024-02-19,2024-04-09,Medium,81.71,False
73d8571b-90fd-4735-bb20-b062f78c714b,Closed,Brittany Love,IT,2024-06-30,2024-10-13,Medium,72.29,False
dfc4f94c-2eee-4710-a27d-e7280e2c113f,Closed,Susan Brown,Sales,2023-12-22,2024-05-10,Low,77.97,False
724cebdc-3e8a-47a9-97f0-f13c9e1b51a9,In Progress,Jeremiah Richardson,HR,2024-09-02,2024-12-21,High,86.64,True
dc6792e0-16c4-481d-97e4-f04bee63d291,Closed,Jennifer Robinson,Operations,2023-11-16,2024-01-18,Critical,83.4,False
94bceb41-a0e1-48d1-b527-ab8df7cb05aa,Closed,Shelby Yang,HR,2023-12-20,2024-02-01,Medium,74.25,False
ee6383e7-03aa-46a5-9001-2d9fb57d2e58,Open,Katie Townsend,Finance,2024-06-21,2024-10-18,High,86.14,False
6a96ce81-1d4a-4e0b-adc1-eccb5693bdba,Closed,Jennifer Alvarez,IT,2024-03-23,2024-09-11,Medium,60.58,True
ec01eaf9-69b5-4eb2-b938-2805ad836015,In Progress,Samantha Anderson,Operations,2023-12-10,2024-04-07,Critical,74.82,True
4026b2ee-5484-427b-90a9-03f53c0f123f,Closed,Tammy Blake,Sales,2023-11-17,2024-03-22,High,85.54,False
de3673b9-83a0-4061-9fa9-636964c895e8,Open,Olivia Peterson,Sales,2024-05-12,2024-07-21,Critical,79.71,False
adfe4e4e-1316-42c4-8edd-9d8310144ed7,Closed,Linda Curtis,Finance,2024-02-04,2024-06-01,Critical,80.54,False
f4ba2a9e-f16f-40dc-a70c-8fcbb1c95cc5,Open,Jeffrey Pearson,HR,2024-03-15,2024-04-28,High,75.28,False
abc90631-43cc-47f0-bee7-2a217ecd3f0e,Open,Benjamin Benson,Finance,2024-05-27,2024-10-31,Critical,80.01,False
d54fd1c3-f217-4232-8005-519be7a6eb58,In Progress,Joshua Sherman,Finance,2024-06-14,2024-10-23,High,66.26,True
ddd44f82-f5f9-4fff-b3b4-50f7efde3354,In Progress,Thomas Arnold,HR,2024-05-23,2024-09-04,High,78.95,True
507a919f-04d5-4777-bf07-ae48d2ca6e90,Closed,Peter Dixon,Operations,2024-09-02,2024-10-24,Low,71.57,True
95d5a7e5-2a64-42c7-9ace-6f0c0ef71573,Open,Norman Nguyen,Operations,2024-02-27,2024-05-10,Medium,75.52,True
b4711558-ccd0-41b5-815b-7060f15fd362,Closed,Tammy Mcgee,Sales,2024-06-28,2024-09-26,Critical,75.18,True
9d6e2583-ba03-432b-8e51-4db7e74123a0,Closed,Mr. Ronald Green Jr.,HR,2024-10-03,2025-02-28,Medium,81.29,False
8be25dc6-e8ee-4c81-9940-d70a832e5b05,Closed,Marcus Mcdaniel,Operations,2024-09-16,2025-01-04,High,85.93,False
0925658e-352c-42cb-a89a-228f3ec48e49,In Progress,Amanda Hopkins,IT,2024-06-20,2024-08-07,High,71.53,False
558291e4-f61b-4b1a-b682-a9ce973c8a8d,Closed,Karl King,IT,2024-03-15,2024-08-21,High,87.92,False
6e6d8fb1-4599-4981-a6a1-0ecb819bc94c,Closed,Emily Trujillo,Sales,2023-11-19,2024-03-10,High,86.22,False
80170ba2-2759-457c-bcf3-aa195ea8358d,Open,Grace Peters,IT,2024-06-07,2024-08-20,High,70.45,False
b89385ed-8a54-46fd-a9cf-14679c3c263a,In Progress,Patricia Davenport,Operations,2024-06-25,2024-11-01,Medium,82.62,True
bdb51198-9f60-41cf-bc66-e21e4e41f712,In Progress,Chelsea Shea,Finance,2024-08-26,2025-02-14,High,88.13,False
0068176a-25c1-4c16-85d8-0ab047610cc7,In Progress,Rebecca Yang,Finance,2024-09-12,2025-03-10,Low,83.24,False
d370d3e4-811e-4e92-9ccd-b86f96447824,Closed,David Miller,Finance,2024-03-03,2024-06-20,High,83.4,False
513a483f-6488-4a4a-a825-b1c1813e5c28,Closed,Craig Moore,IT,2024-03-21,2024-05-13,Medium,74.28,True
52422bb8-522f-45e5-a87c-71aea5908cf4,Open,Donald Welch,Sales,2024-05-12,2024-07-20,High,70.8,False
36924924-103f-4213-b919-5074f57cec9a,Closed,Anna Arellano,Finance,2024-01-15,2024-05-10,Critical,86.63,False
14c135bc-ce02-4339-8f08-61422c3a7cea,Open,Christopher Gibson,HR,2024-08-03,2024-09-13,High,82.21,False
855b4767-bbad-4853-b648-e6c38cf7ebf5,In Progress,Andres Stewart,Sales,2024-08-22,2025-02-04,High,86.7,False
11e27075-3235-4bd3-810d-f3208b29aba6,Closed,Ashley Miller,HR,2023-12-04,2024-04-30,Medium,73.24,True
c51c5261-b315-45ca-9de7-7298d8c2e59a,Closed,Christopher Huffman,Sales,2023-12-25,2024-03-28,Medium,62.05,True
0d674414-e352-4cf2-b169-7a27eea7a79a,Open,Kimberly Lopez,Operations,2023-11-28,2024-01-18,High,78.75,True
19f38a9e-5d8e-4b05-9bd0-d0c3342611ae,Open,Jeremy Wiggins,HR,2024-10-05,2025-02-01,High,67.72,False
9ef3f7e0-070c-45f1-a5b0-cf757d64f148,Open,Kyle Thompson,Finance,2024-02-06,2024-05-27,Low,62.75,True
2237a5c1-67c8-463a-9fe5-c7afe983d3a7,In Progress,Jason Hernandez,Sales,2024-01-15,2024-06-13,Medium,74.31,True
e4938db5-9001-40ad-a918-a1ca3aae3666,Closed,Jennifer Harris,IT,2024-01-16,2024-06-29,Critical,74.77,False
de6b7496-a70d-4dc8-9554-0cb3e3aeac9d,Open,Katie Ibarra,Finance,2023-12-24,2024-05-29,Medium,84.37,False
031e655c-4277-4d11-be7c-6db7696caf58,Open,Jordan Cooper,IT,2023-12-24,2024-04-22,Medium,77.21,False
ecd49ec0-8d81-4b49-a378-2ef43243cf93,Closed,Matthew Reed,IT,2024-04-30,2024-06-04,Low,75.07,False
f87b4c26-17be-4bd1-a92b-9a536cd6d325,In Progress,Kylie Johnson,Sales,2023-11-25,2024-01-20,Medium,80.92,True
406ab6a4-d54e-40b7-a801-becd8692dffa,Open,Bianca Robinson,HR,2024-01-18,2024-06-18,Low,74.03,True
4c621bf2-8eca-4cce-86d6-01c8675a8858,In Progress,Rachel Robinson,Operations,2024-01-20,2024-06-29,Low,85.07,True
07f54db4-8830-4c3b-a9f7-55a62464f348,In Progress,Eddie Snow,Finance,2024-01-01,2024-04-24,Critical,84.87,False
4e7f926e-e1af-4fdd-a127-8aab94d13579,In Progress,Scott Ramirez,Operations,2023-11-30,2024-02-15,Medium,75.33,False
ca3a90ce-80bf-4b4c-84fc-7f3d53eab6ee,In Progress,Jeffrey Shaw,Finance,2024-01-12,2024-05-31,Low,71.6,True
e6ea7d15-082b-426d-8e26-c2c21d3018d8,Closed,Cody King,HR,2024-06-01,2024-08-12,High,78.7,False
a5bed7d7-3de4-4ffc-903b-ec32e8c004e9,Open,Anna Miller,Finance,2024-06-05,2024-10-16,Medium,70.62,True
0861a47c-a8b9-44c1-8246-de1c734644d7,Closed,Kevin Shaffer,HR,2024-03-02,2024-04-09,Critical,77.66,False
a4d00481-0c57-42f8-ac70-8611e85576e0,Closed,Christine Newman,Sales,2024-08-12,2025-01-04,High,80.59,False
14b16086-c27a-4849-8a3a-ee9d0e204209,Closed,John Nguyen,Operations,2024-06-26,2024-09-27,Critical,71.23,False
8d76d904-5d7f-4d1e-b7f8-a50c0fabcaf3,In Progress,Shirley Davenport,Sales,2024-06-07,2024-09-18,High,87.97,False
a6466999-8437-477a-a02a-69e9cbfddc02,Closed,Leah Munoz,Operations,2024-01-09,2024-05-06,Medium,74.24,True
61f86922-bfca-4623-a98a-4686c5888409,In Progress,Geoffrey Chan,IT,2024-07-04,2024-09-29,Low,69.88,True
b3ece8d8-8507-42bf-b428-2d4182538d4d,Closed,Anne Sanchez,Operations,2024-06-17,2024-11-13,Critical,77.96,True
0bed04ce-2671-4a13-84b2-6b3976243cbd,In Progress,Kayla Braun,IT,2024-04-17,2024-08-30,Low,79.0,False
bc71822b-2037-4f91-b210-84e8c3db3263,Closed,Nancy Murphy,IT,2024-06-15,2024-08-30,High,72.48,True
4cc56455-4f4a-4e63-8775-0a632c35ff87,Open,Bill Acevedo,Sales,2024-04-29,2024-08-19,High,86.92,False
71f0c361-cbe8-4a6f-ac84-277f9f964218,Closed,William Moore,IT,2024-06-09,2024-09-17,Medium,82.82,True
a349a31d-5795-4788-9aa3-5039b94c3150,Closed,Sara Stanley,Sales,2024-03-11,2024-05-23,Medium,81.27,False
c774eec2-a39c-470e-b21f-cdc7183e6875,Open,Austin Collins,Finance,2024-09-09,2024-10-20,High,82.78,False
86f4051f-517e-46c5-bdc6-58360e95a9f0,In Progress,William Duffy,Operations,2024-07-26,2024-12-26,Low,71.46,True
f143985d-af85-4e67-8f52-40637fd490c4,In Progress,Kristin Smith,HR,2023-12-28,2024-05-29,High,84.37,False
72a8febd-51b5-457a-a869-f8b06dc51e3a,In Progress,Pamela Campbell,HR,2024-04-19,2024-06-21,Medium,75.35,True
612f90b1-48eb-41f8-b0b3-3ad6fc5b1eef,In Progress,Sara Williams,HR,2024-08-18,2025-01-02,Low,88.68,False
b36f522a-0bc2-47cb-b321-90d0ef01938b,Open,Brandon Contreras,Sales,2024-09-06,2025-02-10,High,71.8,False
823e7213-7554-493a-b90e-7fee2cbfe8e1,In Progress,Monica Riley,Sales,2024-05-26,2024-08-19,High,86.86,False
91920fa8-1f12-4c13-b6ce-00333a597977,Open,Dale Raymond,Finance,2024-05-20,2024-10-07,Low,77.32,False
59e4630c-2a12-473f-bf70-2f065fa66645,Closed,Karen Sloan,IT,2024-02-16,2024-05-05,Medium,81.0,True
aadf18e6-cc03-4de3-8cac-d37b4a8a52ec,Closed,Amanda Hanson,Finance,2024-01-03,2024-03-05,High,78.78,False
b9e3aa76-6c83-4600-a6dc-1fe1b888a9d3,Open,Caitlin Norton,IT,2024-06-21,2024-11-28,Medium,86.08,False
450979ce-dff8-4cf1-aca9-a2fcd05e9d3c,Closed,Jennifer Campbell,Sales,2024-05-05,2024-08-26,High,86.85,False
85222596-af73-4eb5-bd58-d9f4e9087f68,Closed,Lisa Arellano,IT,2024-02-08,2024-07-23,Medium,83.48,True
f1308394-c9fc-4ad1-875a-4711d8ab9d20,Closed,Laura Anderson,Finance,2024-08-19,2025-01-17,Low,81.55,False
6d34afb9-4ffe-461b-a044-daa077b0c980,Closed,David Ryan,HR,2024-06-14,2024-08-26,Medium,72.96,False
c9463237-28c4-4208-8ef8-c1dde0d70cab,Open,Rebecca Dawson,IT,2024-07-27,2024-09-23,Critical,83.81,False
e8d8d954-cbf8-47f4-8cec-0ada701d4e48,Closed,Jennifer Marshall,HR,2024-08-26,2024-10-10,Medium,79.57,False
d1836034-e0b4-4355-9911-162f08875341,Open,Zachary Hunter,HR,2024-01-19,2024-07-03,Medium,83.61,False
a56ebda9-b185-44c6-b502-926ebaee3685,In Progress,Amanda Wilson MD,IT,2024-06-30,2024-11-30,Low,89.46,True
26c6501a-e1c7-43e3-b69f-17635bbf34bd,Open,Heather Rivas,HR,2023-12-01,2024-03-21,High,75.47,False
c5274d81-8a9b-4953-b5e4-9de05299c129,Closed,Melanie Harris,IT,2024-02-08,2024-06-14,Low,75.81,False
0cef4947-b510-4f9d-8ac8-b4da1f8930c9,Closed,Nancy Wallace,Finance,2023-11-18,2024-03-15,Medium,86.56,True
7b2e8b3c-3765-4818-98aa-8dcc17ba3a79,Closed,Jason Martin,Operations,2023-12-16,2024-02-19,Medium,73.4,True
29bf9c89-0852-42d7-ba80-3a732187c0e8,Closed,Jerry Cole,Sales,2024-10-13,2024-11-25,High,75.42,True
45d8fff2-5e32-473d-bde5-c2bbce2debc3,Closed,Sarah Martin,Sales,2024-05-18,2024-09-29,High,82.92,False
